Sp_Class,u_mag,g_mag,r_mag,i_mag,z_mag,RA,Dec
DA_auto,18.904,19.212,19.714,20.074,20.432,22.457.271,35.588.015
DBA,16.995,17.102,17.433,17.727,18.031,224.593.828,43.984.935
DA+M:,20.47,20.059,20.241,20.53,20.41,224.607.811,5.133.175
DBAZ,19.114,19.097,19.319,19.577,19.901,224.633.819,47.332.167
DA_auto,19.71,19.643,20.049,20.402,20.602,224.648.379,40.463.762
DA_auto,20.169,20.071,20.472,20.79,21.183,224.662.871,37.732.684
DA_auto,20.271,19.848,20.135,20.35,20.648,224.668.312,4.211.949
DA_auto,19.465,19.291,19.673,20.002,20.195,224.689.156,38.837.046
DA+M:,18.829,18.911,19.293,19.616,19.86,224.694.426,46.098.971
DA:+M,19.623,19.298,19.443,19.63,19.834,224.696.219,45.344.921
DA_auto,20.51,20.17,20.451,20.902,21.56,224.719.477,55.674.943
DA_auto,19.04,18.704,18.725,18.829,18.939,224.734.657,54.654.107
DA_auto,18.804,18.374,18.529,18.69,18.901,224.754.604,41.386.027
DA_auto,18.804,18.374,18.529,18.69,18.901,224.754.604,41.386.027
DA_auto,17.616,17.985,18.462,18.826,19.13,224.779.832,40.693.241
DBA,18.53,18.568,18.818,19.077,19.15,224.782.132,5.552.127
DA,20.383,20.218,20.582,20.905,20.616,22.479.742,61.639.083
DC,19.658,19.357,19.314,19.315,19.455,22.480.148,2.627.779
DA,17.882,17.839,18.179,18.468,18.821,224.808.274,4.196.245
DA_auto,20.424,19.861,20.042,20.28,20.313,224.854.029,43.139.767
DA,18.867,18.972,19.377,19.67,19.861,224.871.884,555.635
DA_auto,19.355,18.941,19.083,19.155,19.334,224.874.254,51.552.307
DA_auto,18.128,18.307,18.761,19.089,19.386,224.883.795,39.725.956
DA+M,18.79,18.569,18.271,17.713,17.296,224.890.331,3.470.972
DA_auto,19.353,19.005,19.171,19.381,19.692,224.902.118,39.522.009
DA,19.778,19.363,19.481,19.666,19.969,224.914.846,1.081.761
DA,20.813,20.402,20.665,20.913,20.611,224.932.516,1.979.269
DB:,20.301,20.433,20.607,20.875,21.211,224.934.253,1.615.134
DA,19.718,19.16,18.973,18.9,18.986,224.943.783,51.059.637
DB,18.329,18.396,18.666,18.917,19.11,224.946.045,-665.156
DB,18.329,18.396,18.666,18.917,19.11,224.946.045,-665.156
DA:,20.759,20.355,20.162,20.213,20.543,224.978.492,60.612.243
DB,18.935,18.899,18.995,19.297,19.53,224.982.701,48.733.674
DA_auto,19.975,19.433,19.582,19.764,20.157,224.989.288,-2.248.409
DB,18.847,18.808,19.002,19.152,19.468,225.016.075,405.514
DA,19.797,19.731,20.1,20.409,20.443,225.097.563,3.151.729
DA_auto,20.527,20.158,20.359,20.621,20.535,225.099.672,39.308.739
DA,19.722,19.267,19.304,19.386,19.583,225.152.286,550.293
DA,20.167,19.758,19.968,20.213,20.611,225.152.836,58.251.774
DA_auto,20.05,19.898,20.232,20.437,20.563,225.153.621,39.480.347
DA,20.258,19.984,20.084,20.33,20.442,225.181.759,59.395.451
DA_auto,16.909,16.961,17.326,17.619,17.95,225.187.469,62.185.338
DA_auto,19.16,18.74,18.984,19.205,19.353,225.189.203,47.879.373
DA_auto,20.077,19.573,19.681,19.794,19.723,225.196.427,57.004.507
DA_auto,19.86,19.612,19.941,20.204,20.506,225.209.395,49.342.258
DA,17.744,17.88,18.259,18.561,18.793,225.211.312,4.075.004
DO:,19.074,19.462,19.904,20.265,20.247,225.224.968,2.862.011
DA_auto,18.828,18.787,19.151,19.418,19.636,225.226.581,43.965.328
DC,20.69,20.383,20.377,20.374,20.53,225.238.312,59.136.879
DA_auto,19.212,18.812,18.859,18.869,19.05,225.239.706,49.520.869
DB+M,19.573,19.592,19.582,19.097,18.617,2.253.267,4.375.648
DA_auto,18.845,18.407,18.435,18.52,18.619,225.334.198,36.189.407
DA,18.592,18.116,18.179,18.279,18.434,225.352.561,908.443
DA,19.662,19.21,19.121,19.122,19.224,225.386.911,2.610.436
DA,20.019,19.707,20.01,20.218,20.526,225.419.003,1.927.849
DA_auto,15.629,15.676,16.018,16.323,16.623,225.421.438,34.533.027
DA_auto,17.479,17.13,17.394,17.669,17.894,225.447.792,33.179.792
DA,20.529,20.182,20.415,20.644,21.137,22.546.116,1.841.217
DA,20.299,19.858,20.006,20.198,20.339,225.461.556,59.926.723
DA+M,19.929,19.724,20.006,19.846,19.283,225.469.126,44.554.629
DA,19.877,19.587,19.913,20.077,20.222,225.471.483,42.898.535
DA_auto,17.372,17.41,17.831,18.136,18.401,225.528.943,51.867.826
DA,19.047,18.688,18.809,18.856,19.05,225.529.257,-29.784
DA,20.215,19.716,19.807,19.946,20.311,225.538.986,62.193.867
DA_auto,20.355,20.163,20.469,20.745,21.108,225.549.106,39.952.029
DA:,20.433,19.861,19.727,19.768,19.877,225.587.149,289.197
DB:,19.78,19.829,20.048,20.275,20.664,225.600.072,51.041.377
DA_auto,18.711,18.317,18.522,18.76,19.088,225.627.268,44.194.471
DA+M,18.881,18.46,18.502,18.075,17.536,225.631.885,1.179.396
DA_auto,20.739,20.33,20.606,20.859,20.785,225.667.557,42.569.961
DA,20.296,20.187,20.507,20.838,20.905,225.694.768,60.690.309
DB:,19.736,19.723,19.934,20.082,20.193,225.698.975,60.672.242
DA_auto,17.979,17.523,17.687,17.85,17.999,225.701.846,49.424.431
DA,19.805,19.373,19.608,19.792,19.988,225.705.423,453.951
DA_auto,18.237,17.852,18.101,18.321,18.544,225.720.339,4.207.901
DA_auto,18.237,17.852,18.101,18.321,18.544,225.720.339,4.207.901
DA,18.149,17.896,18.136,18.427,18.62,22.578.617,-231.361
DA+M,20.709,20.35,20.415,19.998,19.388,225.814.695,973.195
DA_auto,19.705,19.414,19.661,19.971,20.351,225.817.039,44.856.831
DA,19.978,19.89,20.218,20.486,20.384,22.581.938,61.628.232
DA,20.442,19.941,20.167,20.447,20.516,225.826.234,-170.435
DA,19.78,19.964,20.407,20.675,20.966,225.833.651,57.378.869
DA,20.011,19.598,19.732,19.839,20.102,225.838.639,131.477
DA,18.807,18.384,18.54,18.676,18.817,225.877.045,-869.812
DA_auto,19.974,19.614,19.761,20.023,20.072,225.878.531,32.177.955
DA,20.017,19.54,19.763,19.965,19.93,225.898.949,2.641.803
DA+M:,19.656,19.627,19.945,19.93,19.539,225.905.113,58.496.047
DA_auto,20.399,20.172,20.505,20.784,21.385,225.914.226,50.524.423
DA:,20.011,19.451,19.125,19.046,19.042,225.928.775,35.364.847
DB,19.531,19.674,20.025,20.188,20.468,225.947.038,61.979.829
DA,20.395,20.054,20.124,20.275,20.492,225.984.944,61.158.733
DA_auto,19.191,19.104,19.472,19.686,19.902,226.005.302,5.159.654
DA_auto,18.324,17.907,17.952,18.069,18.19,226.020.986,3.479.082
DA_auto,18.495,18.839,19.324,19.715,20.166,226.041.197,51.624.763
DC:,20.221,19.925,19.928,20.029,20.149,226.055.406,-2.366.767
DA,20.348,19.958,20.241,20.372,20.37,226.060.603,1.144.263
DA,16.328,16.808,17.277,17.659,17.973,226.092.827,6.228.847
DA_auto,19.373,18.898,18.943,19.04,19.2,226.106.438,37.557.594
DA+M,19.382,19.096,18.375,17.69,17.288,226.161.921,3.224.541
DA_auto,20.142,20.422,20.899,21.237,21.738,226.167.632,58.072.764
DA_auto,19.007,18.547,18.582,18.716,18.824,226.179.537,-1.563.061
DA,19.712,19.251,19.217,19.222,19.334,226.192.598,4.695.377
DA,19.143,19.468,19.887,20.28,20.632,226.208.286,1.989.964
DA_auto,19.953,19.741,20.057,20.289,20.449,226.234.989,54.962.336
DA_auto,19.517,19.808,20.267,20.664,20.58,226.248.847,54.502.403
DA+M:,17.146,16.775,16.817,16.899,16.873,22.627.569,32.999.851
DA_auto,18.882,18.631,18.946,19.142,19.399,226.276.267,4.238.701
DA_auto,18.882,18.631,18.946,19.142,19.399,226.276.267,4.238.701
DA,19.51,18.982,19.015,19.124,19.123,226.308.619,4.361.991
WD+M:,20.257,19.878,19.759,19.104,18.52,226.403.547,862.271
DA_auto,19.493,19.211,19.386,19.501,19.809,226.418.767,56.115.783
DA_auto,20.348,19.89,20.061,20.285,21.153,226.427.742,51.398.603
DA,18.742,18.565,18.877,19.12,19.455,226.433.121,2.110.809
DA_auto,18.877,18.856,19.259,19.615,19.855,226.442.603,38.265.074
DA,16.526,16.348,16.677,16.976,17.191,226.447.948,2.811.027
DA,20.638,20.148,20.347,20.547,21.178,226.487.063,-60.811
DA_auto,18.53,18.145,18.197,18.279,18.539,226.542.275,36.761.745
DA_auto,18.167,17.746,17.776,17.878,18.066,226.554.973,56.525.984
DA,20.035,19.742,19.975,20.203,20.481,22.663.781,904.839
DB,18.724,18.827,19.09,19.32,19.565,22.664.125,53.324.878
DA_auto,19.378,19.184,19.492,19.803,20.136,226.642.754,39.950.385
DA_auto,19.152,18.627,18.843,19.053,19.325,226.643.293,50.884.204
DA_auto,18.275,18.123,18.428,18.713,19.021,226.669.767,4.875.993
DA:,20.782,20.452,20.692,20.964,21.2,226.685.869,986.134
DB,18.943,19.045,19.332,19.61,19.786,226.698.335,31.053.694
DA_auto,19.513,19.753,20.263,20.698,20.873,226.698.612,40.584.729
DA_auto,19.513,19.753,20.263,20.698,20.873,226.698.612,40.584.729
DA+M,19.373,19.113,18.528,17.784,17.285,226.700.519,454.558
DA,20.77,20.442,20.695,21.009,21.325,226.707.418,58.207.819
DA+M,19.597,19.103,18.949,18.261,17.667,226.739.903,-1.339.371
DA_auto,18.245,18.036,18.353,18.598,18.94,226.750.322,-1.794.873
DA+M,18.351,18.065,18.121,17.263,16.704,226.752.086,48.193.507
DA_auto,19.435,18.989,18.804,18.755,18.786,226.758.279,32.762.529
DA_auto,19.524,19.281,19.582,19.81,20.253,226.761.603,3.838.416
DA,20.501,20.066,20.237,20.422,20.493,226.768.416,6.098.299
DB,19.733,19.73,20.032,20.238,20.854,226.769.574,52.494.948
DA_auto,19.307,18.883,19.046,19.187,19.404,226.806.762,45.683.116
DA,18.563,18.372,18.673,18.997,19.333,226.812.733,60.822.596
DA_auto,16.635,17.123,17.653,18.035,18.442,226.819.508,34.669.553
DA:,19.802,19.218,19.117,19.108,19.134,226.826.813,40.120.898
DA_auto,20.657,20.346,20.378,20.51,20.87,22.689.299,38.527.445
DA_auto,20.383,20.059,20.207,20.515,20.988,226.895.851,46.579.915
DA_auto,20.036,19.753,20.103,20.372,20.427,226.928.126,52.227.394
DA,19.661,19.189,19.201,19.242,19.373,226.931.797,58.411.894
DA_auto,19.525,19.429,19.792,20.066,20.126,226.994.634,33.211.355
DA_auto,19.327,19.495,19.87,20.11,20.405,226.998.628,40.411.028
DA_auto,19.001,19.458,19.925,20.277,20.776,22.702.213,40.398.488
DA_auto,19.001,19.458,19.925,20.277,20.776,22.702.213,40.398.488
DA_auto,18.682,18.459,18.742,18.994,19.225,227.034.101,42.631.373
DA_auto,18.682,18.459,18.742,18.994,19.225,227.034.101,42.631.373
DAH,17.351,17.897,17.749,18.027,18.509,227.055.188,39.751.365
DA_auto,17.796,18.132,18.672,18.977,19.354,227.070.056,42.017.579
DA_auto,17.796,18.132,18.672,18.977,19.354,227.070.056,42.017.579
DA,19.35,18.948,18.946,19.08,19.224,22.710.984,1.648.453
DA_auto,20.406,20.01,20.276,20.519,20.957,227.138.055,55.243.611
DA_auto,19.681,19.351,19.607,19.947,20.29,227.183.193,40.725.175
DA_auto,18.276,17.879,17.872,17.898,17.987,227.214.108,53.032.341
DA,18.113,17.862,18.086,18.312,18.546,227.226.344,127.042
DA_auto,19.483,19.019,19.152,19.363,19.549,227.227.425,31.844.473
DA:,18.273,17.953,17.96,17.992,18.13,227.237.229,1.599.189
DA,19.626,19.288,19.485,19.667,19.777,227.241.989,53.020.335
DA_auto,19.142,18.839,18.82,18.974,19.419,227.289.141,48.770.457
DA_auto,18.722,18.568,18.902,19.208,19.47,227.301.689,42.794.542
DA+M,20.107,20.128,20.541,20.365,20.094,227.330.064,43.228.882
DA_auto,18.255,17.961,18.249,18.497,18.798,227.342.012,43.010.385
DA_auto,17.188,17.395,17.855,18.172,18.51,227.368.801,4.638.919
DA,19.368,19.033,19.17,19.604,19.552,227.377.762,-2.100.248
DA_auto,20.6,20.13,20.076,20.13,20.294,227.485.817,38.625.565
DC:,20.002,19.817,19.911,20.068,20.182,227.499.135,4.736.618
DO,16.46,16.956,17.561,17.933,18.361,227.610.309,61.115.831
DA_auto,19.212,19.014,19.316,19.591,19.878,227.628.515,39.031.135
DA_auto,18.881,18.898,19.289,19.587,20.012,227.637.301,48.365.369
DA,19.847,19.484,19.649,19.802,19.982,227.659.243,58.042.341
DA_auto,19.572,19.179,19.43,19.654,19.918,22.768.294,5.155.513
DA+M,17.133,16.467,17.151,16.692,15.384,227.690.355,40.807.521
DA+M,17.133,16.467,17.151,16.692,15.384,227.690.355,40.807.521
DA+M,19.209,18.745,18.898,18.769,18.478,227.694.608,2.366.483
DA,18.398,18.044,18.295,18.504,18.688,227.716.348,1.566.714
DA_auto,19.214,19.051,19.325,19.604,19.82,227.740.761,52.520.495
DA+M,19.846,19.415,19.463,19.073,18.459,22.774.486,686.849
DA_auto,20.136,19.854,20.237,20.457,20.556,227.746.997,42.367.955
DA_auto,20.136,19.854,20.237,20.457,20.556,227.746.997,42.367.955
DA,18.714,18.735,19.085,19.428,19.613,227.750.241,61.596.189
DA_auto,19.884,19.533,19.78,20.066,20.071,22.775.226,37.205.258
DA_auto,20.773,20.365,20.353,20.466,20.654,22.776.144,43.599.647
DA_auto,16.212,15.741,15.707,15.748,15.821,227.791.047,40.800.295
DA_auto,16.212,15.741,15.707,15.748,15.821,227.791.047,40.800.295
DA,19.635,19.684,20.031,20.394,20.288,227.820.111,2.688.549
DQ:,19.286,18.974,18.994,19.021,19.184,227.825.806,50.133.543
DA_auto,18.975,18.609,18.85,19.098,19.332,227.852.695,55.107.615
DA_auto,18.779,18.534,18.774,19.051,19.3,227.857.334,4.504.905
DA_auto,19.694,19.169,19.392,19.548,19.823,227.872.692,40.282.765
DAH,18.203,17.981,18.009,18.189,18.464,22.787.571,42.339.723
DA_auto,17.052,17.439,17.967,18.325,18.682,227.884.201,45.292.396
DA_auto,19.334,19.146,19.425,19.734,19.901,227.905.916,46.246.491
DA_auto,18.952,19.077,19.489,19.765,19.945,22.792.667,42.480.935
DA_auto,18.997,18.695,18.983,19.2,19.587,227.938.492,38.422.304
DA,16.725,16.303,16.329,16.432,16.581,227.964.008,56.414.035
DA_auto,20.677,20.422,20.596,20.722,21.018,227.975.838,38.291.954
DA_auto,18.885,18.856,19.171,19.493,19.747,228.000.167,49.669.364
DA_auto,19.798,19.331,19.472,19.591,19.763,228.028.414,60.606.587
DA+M,19.651,19.2,19.314,19.112,18.595,228.050.345,1.875.393
DA_auto,19.937,19.492,19.554,19.735,19.79,228.061.667,48.506.545
DA,19.424,18.833,18.702,18.672,18.692,22.810.559,4.364.316
DA_auto,19.573,19.058,19.005,19.064,19.205,228.111.202,38.136.375
DA_auto,19.162,18.777,18.777,18.828,18.888,228.112.509,54.698.545
DA_auto,19.135,18.717,18.625,18.661,18.736,228.123.679,35.723.249
DA,18.687,19.08,19.55,19.844,20.137,228.182.699,58.176.563
DB,19.813,19.946,20.302,20.624,20.518,228.200.266,5.793.046
DA_auto,18.623,18.463,18.771,19.067,19.371,228.202.884,37.576.311
DA,19.011,19.27,19.75,20.087,20.329,228.260.018,56.128.398
DA_auto,20.134,19.845,20.17,20.365,20.541,228.264.059,37.783.704
DA,19.802,19.336,19.428,19.61,19.672,228.275.527,56.373.658
DA_auto,17.412,17.307,17.619,17.92,18.134,228.300.111,48.377.384
DA_auto,19.359,18.998,19.251,19.438,19.776,228.308.694,54.905.696
DA_auto,19.126,18.689,18.615,18.571,18.702,22.835.771,45.202.849
DA_auto,20.801,20.466,20.571,20.738,21.093,228.366.819,55.550.839
DA,19.432,18.998,19.113,19.205,19.335,228.411.799,57.655.609
DA_auto,17.118,17.27,17.597,17.92,18.131,22.843.131,44.576.748
DA_auto,19.668,19.092,18.921,18.9,18.904,228.435.979,36.277.601
DA,18.178,18.559,19.029,19.394,19.548,228.510.753,879.314
DA_auto,19.882,19.393,19.411,19.585,19.792,228.535.349,3.319.241
DA_auto,18.977,18.955,19.248,19.622,19.832,228.559.646,32.606.887
DA,20.562,20.227,20.335,20.439,21.071,22.856.462,58.737.659
DA_auto,19.364,19.341,19.613,19.83,20.02,228.575.681,-263.673
DA_auto,20.262,19.898,20.177,20.375,20.685,228.581.043,54.223.753
DA,15.483,15.687,16.103,16.423,16.714,228.588.639,797.996
DC:,19.979,19.796,19.926,20.092,20.297,228.631.849,47.117.352
DZ:,20.346,20.182,20.345,20.515,20.66,228.674.486,50.202.717
DA_auto,19.177,19.542,20.032,20.387,20.918,228.696.478,33.952.333
DA_auto,20.218,19.776,19.922,20.127,20.534,22.877.217,3.704.802
DA_auto,19.019,18.571,18.614,18.666,18.822,228.780.654,50.541.723
DA,20.141,19.991,20.224,20.357,20.622,228.789.505,59.622.427
DA_auto,19.844,19.944,20.324,20.77,20.678,228.808.729,38.336.831
DA_auto,20.687,20.294,20.508,20.644,20.802,228.859.154,60.736.488
DA_auto,18.222,18.027,18.333,18.601,18.816,228.880.122,34.016.121
DA_auto,19.936,19.644,19.883,20.064,20.282,228.883.185,43.484.564
DA_auto,19.284,19.291,19.707,20.037,20.248,228.932.813,60.596.928
DA_auto,17.379,17.118,17.43,17.67,17.95,228.941.996,58.905.966
DB_A:,19.511,19.591,19.875,20.197,20.216,228.957.443,46.629.413
DA_auto,19.3,18.734,18.801,18.859,18.925,229.013.737,46.267.037
DA_auto,17.407,17.001,17.225,17.44,17.686,229.033.797,40.921.841
DA_auto,20.439,20.464,20.872,21.301,21.638,229.048.927,40.968.986
DA_auto,20.559,20.142,20.449,20.567,20.402,229.064.763,4.489.065
DA_auto,18.819,18.934,19.349,19.683,20.013,229.098.752,38.166.527
DA_auto,20.18,19.868,19.841,19.932,19.849,229.109.295,51.569.686
DA_auto,20.632,20.213,20.233,20.372,20.24,22.911.455,45.901.603
DA_auto,20.702,20.378,20.422,20.42,20.803,229.143.042,4.508.821
DA_auto,18.162,18.253,18.643,18.99,19.261,229.158.902,34.200.334
DA+M,20.162,19.134,18.28,16.981,16.206,229.195.605,35.124.913
DA_auto,18.689,18.357,18.599,18.86,19.072,229.231.807,37.694.635
DA_auto,18.588,19.023,19.588,19.934,20.361,229.290.374,43.946.628
DA_auto,19.83,19.394,19.516,19.701,19.954,229.352.414,45.041.501
DA_H:,20.844,20.503,20.546,20.742,21.193,229.438.241,61.095.461
DA_auto,19.502,19.477,19.884,20.167,20.295,229.447.967,3.436.937
DA,18.549,18.742,19.089,19.336,19.538,229.449.941,-1.180.456
DA,18.549,18.742,19.089,19.336,19.538,229.449.941,-1.180.456
DA+M,18.753,18.967,19.26,19.12,18.798,229.470.236,53.248.757
DA,20.651,20.203,20.309,20.526,20.746,229.566.588,34.656.885
DA,19.348,19.122,19.484,19.754,20.138,229.571.721,57.528.495
DA,17.614,17.6,17.98,18.271,18.558,229.571.908,5.832.312
DA:+M,19.925,19.229,18.331,17.669,17.253,229.574.886,45.892.832
DA_auto,20.2,19.853,19.929,20.168,20.412,229.614.049,47.755.689
DA,19.522,19.137,19.044,19.115,19.264,229.638.306,-944.866
DA,19.522,19.137,19.044,19.115,19.264,229.638.306,-944.866
DA_auto,20.444,20.467,20.86,21.154,21.68,229.650.384,59.474.484
DA_auto,19.775,19.522,19.831,20.137,20.401,22.966.844,47.208.332
DB,19.742,19.778,19.938,20.154,20.708,229.668.799,49.267.412
DB,19.876,19.963,20.272,20.687,20.828,229.684.695,4.828.707
DA_auto,19.365,18.967,18.977,19.019,19.129,229.710.843,33.209.797
DA_auto,20.644,20.225,20.406,20.516,20.584,229.736.743,-2.198.247
DA+dC,17.421,17.578,17.416,17.058,16.878,229.774.839,50.117.474
DA_auto,18.452,18.043,18.219,18.44,18.708,229.778.521,37.684.036
DB,19.04,19.212,19.487,19.76,19.927,229.779.249,46.755.966
DA+M,16.848,16.701,17.028,17.039,16.668,22.984.053,3.560.718
DA,20.637,20.417,20.696,21.044,20.797,229.887.762,57.121.951
DA_auto,20.409,20.007,20.236,20.454,20.602,229.951.466,59.391.607
DA_auto,20.086,20.116,20.573,20.816,21.161,229.973.765,3.873.867
DB,18.934,19.093,19.347,19.64,19.806,230.025.246,58.010.274
DA,19.332,18.998,19.087,19.22,19.396,230.028.373,57.200.828
DA,18.672,18.184,18.243,18.375,18.637,230.034.676,190.599
DA_auto,19.778,19.887,20.267,20.551,20.791,230.058.938,33.951.786
DA,19.908,19.661,19.94,20.233,20.375,230.065.582,57.604.859
DA_auto,19.9,19.675,19.904,20.205,20.239,230.074.343,51.418.279
DB+M,18.606,18.635,18.902,18.531,18.022,23.009.287,32.660.234
DA_auto,19.905,19.54,19.78,19.969,20.065,230.094.803,49.370.917
DA_auto,19.995,19.627,19.636,19.761,19.707,230.114.121,49.160.954
DA,19.517,19.142,19.13,19.12,19.198,23.013.997,4.414.376
DA_auto,20.538,20.094,20.085,20.122,20.216,230.158.212,53.080.941
DA_auto,20.588,20.403,20.628,20.929,21.099,230.168.977,54.547.656
DA_auto,19.994,19.601,19.808,20.012,20.331,230.170.642,54.006.758
DA_auto,16.037,16.268,16.722,17.036,17.373,230.174.825,49.861.332
DC+M,19.858,19.616,19.154,18.125,17.434,230.226.171,61.013.087
DA:+M,20.098,19.559,19.465,18.882,18.208,23.034.064,32.186.635
DA_auto,18.661,18.243,18.45,18.709,18.845,23.035.425,39.260.138
DA_auto,19.731,19.215,19.322,19.894,19.823,230.373.893,40.571.284
DB,18.867,18.937,19.303,19.563,19.806,23.039.961,48.252.222
DA:,18.961,18.544,18.688,18.654,18.779,230.441.327,39.524.469
DA:,18.961,18.544,18.688,18.654,18.779,230.441.327,39.524.469
DA_auto,20.003,19.855,20.181,20.476,20.502,230.475.745,46.962.332
DA_auto,20.906,20.439,20.588,20.785,20.845,230.486.553,58.929.983
DA_auto,18.963,19.001,19.37,19.768,19.722,230.499.648,4.518.169
DA_auto,19.606,19.571,19.966,20.296,21.04,230.518.297,39.663.758
DBA:,18.193,18.22,18.653,18.57,18.862,230.547.946,40.748.797
DA_auto,21.081,20.422,20.535,20.604,20.669,230.549.447,-875.577
DA_auto,19.356,19.012,19.233,19.364,19.501,230.611.929,50.091.084
DA_auto,18.996,18.849,19.195,19.429,19.84,230.630.478,38.605.567
DA_auto,19.621,19.179,19.342,19.606,19.805,230.634.114,46.632.509
DA,20.561,20.154,19.992,20.353,20.624,230.651.248,47.088.816
DA_auto,20.931,20.499,20.345,20.463,20.497,230.661.497,54.075.287
DA_auto,19.3,18.864,18.7,18.675,18.712,230.676.083,-2.112.021
DA_auto,20.618,20.121,20.235,20.404,20.375,230.677.934,-2.315.422
DA+M,20.35,19.906,19.813,19.304,18.61,230.687.952,38.629.553
DA_auto,19.414,18.956,18.883,18.918,18.987,230.691.408,54.778.277
DA_auto,20.338,20.126,20.426,20.714,20.946,230.728.072,52.039.247
DA_auto,18.719,18.596,18.907,19.135,19.42,230.764.899,60.686.627
DA_auto,19.791,19.373,19.611,19.812,20.284,230.785.521,47.753.301
DA_auto,20.419,20.153,20.401,20.781,20.89,230.798.557,52.333.549
DA_auto,20.49,20.014,20.045,20.1,20.187,230.828.643,47.197.867
DA_auto,20.255,20.096,20.422,20.628,21.113,230.832.154,35.040.521
DB,19.045,18.99,19.191,19.374,19.435,230.837.338,923.677
DA_auto,20.106,19.722,19.919,20.14,20.472,230.848.729,49.193.862
DA_auto,19.631,19.294,19.428,19.57,19.717,230.859.878,59.594.674
DC:,20.388,20.411,20.561,20.75,20.513,230.873.891,52.825.523
DA_auto,19.437,19.009,19.109,19.267,19.575,230.892.086,4.608.854
DA+M:,20.166,20.173,20.365,20.088,19.783,230.933.728,4.778.608
DA,18.346,18.368,18.723,19.045,19.278,230.957.895,4.242.955
DA_auto,20.593,20.414,20.729,20.93,22.552,230.969.257,52.052.405
DA,19.671,19.445,19.753,20.005,20.582,230.986.248,57.258.518
DA_auto,19.348,19.489,19.943,20.241,20.647,230.990.485,53.374.681
DA+M,18.209,17.92,17.762,17.179,16.414,230.996.762,4.608.027
DA_auto,19.375,18.921,18.813,18.82,18.924,231.007.797,35.911.025
DA+M,17.422,17.316,17.268,16.603,16.054,23.110.505,5.066.938
DA_auto,20.899,20.485,20.488,20.553,20.545,231.107.259,-1.936.012
DA_auto,19.815,19.396,19.642,19.882,19.962,23.113.616,35.335.099
DA_auto,20.562,20.288,20.6,20.838,21.063,231.144.946,51.077.683
DA_auto,20.01,19.537,19.721,19.951,20.119,231.151.035,34.232.502
DA_auto,18.876,18.351,18.239,18.268,18.319,231.181.227,31.499.392
DA_auto,18.367,18.189,18.505,18.748,19.084,231.197.665,49.579.988
DA_auto,20.294,20.009,20.012,19.993,20.111,231.207.088,48.868.712
DA_auto,19.347,19.038,19.069,19.143,19.246,231.208.053,60.181.426
DA_auto,20.661,20.191,20.225,20.304,20.438,231.240.219,58.273.394
DA_auto,20.309,19.822,19.848,19.928,20.09,231.303.436,52.522.282
DA_auto,20.485,20.291,20.484,20.731,20.898,231.306.026,48.590.597
DB:,18.686,18.627,18.771,18.971,19.213,231.336.656,50.118.112
DA_auto,18.922,18.465,18.769,18.999,18.941,231.498.404,50.221.394
DA_auto,18.975,18.991,19.492,19.889,20.029,231.504.044,39.395.811
DA_auto,18.411,17.993,18.128,18.286,18.494,231.516.112,60.250.647
DA_auto,20.231,19.833,19.898,20.123,20.365,231.535.257,58.577.473
DA_auto,20.445,19.955,19.757,19.767,19.706,23.155.109,-1.160.724
DA,20.411,20.154,20.308,20.603,20.651,231.569.875,42.108.493
DA_auto,19.181,18.757,18.814,18.891,19.014,23.159.643,58.482.327
DA_auto,20.022,20.163,20.567,20.802,20.764,231.597.052,39.776.789
DB,19.874,19.943,20.314,20.612,20.938,231.601.472,38.877.762
DA_auto,19.089,18.941,19.265,19.542,19.916,231.615.978,33.549.882
DA_auto,19.076,18.72,18.827,18.913,19.148,231.617.233,39.588.831
DA_auto,18.438,18.053,17.991,18.004,18.153,231.637.584,31.753.501
DBA:,17.825,17.848,18.12,18.296,18.518,231.645.699,48.967.024
WD:+M,20.125,19.746,19.039,18.48,18.135,231.667.737,5.038.384
DA_auto,20.597,20.298,20.514,20.722,20.931,231.783.217,3.351.719
DA_auto,19.649,19.476,19.831,20.073,20.437,231.783.701,5.918.115
DA_auto,16.797,16.417,16.621,16.807,17.086,231.810.489,4.321.747
DA+M,20.201,19.642,19.662,19.021,18.422,231.821.908,403.703
DB,19.488,19.561,19.992,20.299,20.312,231.821.957,52.566.284
DA:,20.079,19.634,19.493,19.522,19.621,231.859.093,47.693.046
DA,18.768,19.138,19.624,19.908,20.189,231.867.791,367.144
DB,20.299,20.26,20.446,20.625,20.434,23.191.245,39.097.847
DA_auto,20.308,20.044,20.292,20.535,20.673,231.912.515,33.913.132
DB,18.305,18.41,18.689,19.01,19.223,231.914.822,31.711.656
DA_auto,20.182,19.825,19.963,20.138,20.39,231.923.237,48.468.063
DA_auto,19.372,19.321,19.579,19.767,19.917,231.923.824,-2.188.395
DA_auto,19.998,19.777,20.103,20.388,20.606,23.194.863,52.851.204
DA_auto,20.617,20.238,20.478,20.751,21.056,231.956.172,41.444.529
DA_auto,19.716,19.574,19.868,20.159,20.758,23.196.909,35.222.325
DA_auto,19.955,20.051,20.417,20.766,21.158,231.989.745,49.633.335
DA+M,19.529,19.175,19.285,18.751,18.082,232.020.508,33.170.028
DA_auto,19.787,19.74,20.105,20.451,20.52,232.033.979,50.450.984
DQ,18.764,18.448,18.402,18.4,18.526,23.205.018,51.579.212
