Sp_Class,u_mag,g_mag,r_mag,i_mag,z_mag,RA,Dec
DA_auto,19.49,19.061,19.08,19.059,19.08,232.053.711,46.364.145
DA_auto,20.507,20.212,20.488,20.721,20.93,232.070.843,44.540.085
DA_auto,20.066,19.54,19.767,19.975,20.575,232.071.309,49.908.977
DA+M,18.464,18.443,18.46,17.868,17.292,232.089.398,34.720.808
DB,19.4,19.487,19.756,20.029,20.136,232.150.744,3.643.595
DA,16.054,16.449,16.981,17.246,17.582,23.216.435,1.216.663
DA,,,,,,23.216.431,121.667
DQ:,19.358,19.061,19.088,19.077,19.113,23.216.702,40.059.998
DA,20.279,20.084,20.246,20.512,20.397,232.231.751,-1.863.545
DA_auto,18.394,18.095,18.347,18.544,18.839,232.300.782,53.592.174
DA_auto,19.874,19.507,19.756,19.977,20.103,232.338.427,51.038.965
DA_auto,20.328,19.951,20.033,20.147,20.318,232.357.789,58.493.326
DA,19.559,19.009,18.816,18.788,18.845,232.368.503,-649.919
DA,19.559,19.009,18.816,18.788,18.845,232.368.503,-649.919
DA+M,18.694,18.204,18.327,17.983,17.484,232.388.576,342.009
DA+M,18.694,18.204,18.327,17.983,17.484,232.388.576,342.009
DA_auto,20.158,19.71,19.835,20.017,20.49,232.430.444,52.044.453
DA_auto,18.071,18.374,18.796,19.061,19.478,232.497.455,48.378.451
DB:,19.939,20.046,20.367,20.706,21.217,232.497.972,57.263.563
DA_auto,19.357,18.909,18.803,18.879,18.974,23.249.884,33.573.312
DA:,19.473,18.869,18.642,18.574,18.635,23.254.478,4.063.988
DB,19.208,19.365,19.716,20.061,20.568,232.547.223,2.858.303
DA_auto,19.094,18.797,19.014,19.264,19.421,232.547.422,41.526.104
DA_auto,19.979,19.668,19.975,20.278,20.075,232.570.864,47.147.908
DA,19.383,18.965,18.969,19.02,19.093,232.571.437,1.169.957
DA,,,,,,23.257.144,116.995
DA_auto,19.881,19.888,20.29,20.584,20.94,23.257.214,45.708.042
DA_auto,20.24,19.733,19.952,20.174,20.436,232.598.073,40.119.272
DA_auto,19.52,19.263,19.453,19.673,19.76,232.631.063,44.119.699
DC,18.179,18.117,18.235,18.344,18.547,232.633.545,752.515
DA,17.309,16.824,16.728,16.733,16.762,232.647.433,2.593.925
DA_auto,18.995,18.861,19.157,19.429,19.711,232.668.708,49.824.597
DA_auto,20.14,19.681,19.731,19.933,20.013,232.688.699,57.219.109
DA_auto,20.626,20.368,20.636,20.864,20.893,23.273.959,39.770.844
DAO,16.819,17.3,17.798,18.191,18.552,232.759.999,53.816.854
DAO,16.819,17.3,17.798,18.191,18.552,232.759.999,53.816.854
DA_auto,18.154,18.158,18.58,18.868,19.136,232.764.686,50.859.214
DA_auto,19.499,19.173,19.471,19.693,19.916,232.781.242,51.482.327
DA_auto,20.083,19.733,19.657,19.696,19.922,232.800.394,49.002.988
DZ,18.744,18.211,18.099,18.148,18.262,232.871.936,42.671.033
DA_auto,17.596,17.327,17.579,17.803,18.062,232.908.155,32.956.811
DA_auto,20.382,20.446,20.813,21.016,21.747,232.993.662,40.525.542
DA_auto,19.33,18.861,19.16,19.341,19.604,232.996.185,38.753.889
DA_auto,17.851,17.538,17.81,18.022,18.307,233.004.853,48.338.173
DA_auto,20.67,20.47,20.869,21.014,21.072,233.005.674,42.593.012
DB,19.234,19.393,19.621,19.873,20.1,23.310.622,4.745.025
DC:,19.813,19.743,19.869,20.021,20.339,233.188.484,42.499.816
DA_auto,18.273,18.037,18.363,18.614,18.916,23.321.927,37.899.436
DA_auto,19.495,18.99,19.151,19.371,19.554,233.231.606,5.220.408
DA_auto,19.909,19.551,19.5,19.558,19.696,23.324.804,44.383.078
DA_auto,19.878,19.275,19.507,19.726,19.856,233.250.174,49.496.761
DA,19.571,19.124,19.092,19.16,19.344,233.270.209,3.001.985
DB,17.311,17.394,17.741,17.943,18.173,233.319.822,34.134.368
DA_auto,20.306,20.062,20.371,20.655,20.768,233.358.211,42.196.413
DA+M,18.14,17.795,17.981,18.029,18.217,233.374.515,3.550.458
DA_auto,19.422,18.96,19.169,19.376,19.624,233.381.396,57.135.238
DA_auto,18.428,17.999,18.056,18.319,18.345,233.382.357,45.780.777
DA_auto,16.907,16.432,16.617,16.757,17.021,233.387.335,-2.115.495
DA+M:,19.21,19.446,19.841,19.945,19.985,233.468.746,41.859.905
DA,20.5,20.278,20.571,20.919,21.036,233.484.444,39.362.218
DA_auto,18.913,18.498,18.536,18.638,18.791,233.491.032,44.599.712
DA+M,17.526,17.79,18.084,17.813,17.488,233.517.939,41.340.575
DA_auto,18.982,18.905,19.331,19.598,19.806,233.539.533,57.309.864
DA_auto,20.698,20.307,20.424,20.478,20.764,233.545.712,58.539.004
DA_auto,19.951,19.579,19.609,19.837,20.088,233.551.978,51.046.048
DA,18.883,19.118,19.463,19.807,20.008,233.567.114,2.922.609
DA_auto,20.089,19.843,20.161,20.423,20.801,233.567.335,48.202.778
DA_auto,19.71,19.337,19.679,19.884,20.176,233.572.514,34.295.069
DC:,19.313,18.9,18.757,18.752,18.849,233.585.962,53.036.791
DA_auto,19.854,19.912,20.208,20.484,20.605,233.587.142,48.355.715
DA+M,18.233,17.869,18.139,18.028,22.827,233.591.124,39.263.903
DA,17.905,17.509,17.455,17.483,17.58,233.603.572,632.206
DA,17.905,17.509,17.455,17.483,17.58,233.603.572,632.206
DA_auto,18.904,18.478,18.66,18.815,19.009,233.626.976,44.521.324
DA,17.373,17.525,17.877,18.159,18.401,233.657.091,-788.732
DA,17.373,17.525,17.877,18.159,18.401,233.657.091,-788.732
DQAhot,18.737,18.971,19.339,19.627,19.885,233.711.869,35.676.126
DA_auto,20.048,19.752,20.009,20.227,20.641,233.773.073,5.232.341
DA_auto,20.868,20.481,20.652,20.911,20.847,23.377.461,30.158.395
DA_auto,19.681,19.341,19.549,19.756,19.965,233.781.423,-115.973
DA_auto,20.471,20.384,20.748,20.884,22.023,233.884.383,42.218.213
DA_auto,19.467,19.315,19.613,19.903,20.008,233.887.712,31.663.046
DA_auto,19.369,18.966,18.951,19.09,19.138,233.892.158,31.956.083
DA_auto,20.741,20.298,20.286,20.388,20.47,233.913.847,52.892.292
DA,19.605,19.145,19.107,19.198,19.357,233.925.248,1.038.391
DA_auto,20.381,20.297,20.718,21.122,21.156,233.975.755,40.737.268
DA_auto,20.631,20.249,20.22,20.258,20.405,233.976.115,31.696.129
DA_auto,20.588,20.23,20.225,20.222,20.229,234.040.681,57.409.556
DB,18.806,18.839,19.129,19.353,19.462,234.065.523,57.817.439
DA_auto,16.282,15.864,15.832,15.923,16.065,234.066.006,5.023.074
DA,19.829,19.771,20.061,20.27,20.501,234.236.063,53.084.037
DA,18.98,18.599,18.544,18.563,18.591,234.247.713,2.863.638
DB,20.112,20.127,20.426,20.68,21.347,234.347.312,58.652.762
DA_auto,18.642,18.257,18.586,18.781,19.03,234.348.322,38.480.254
DBA,16.915,17.045,17.421,17.659,17.939,234.357.169,51.857.501
DA_auto,19.728,19.654,20.052,20.268,20.148,23.437.541,50.371.676
DA_auto,18.589,18.44,18.74,19.016,19.249,234.389.885,47.887.314
DA_auto,19.839,19.697,19.961,20.254,20.45,234.416.016,-851.222
DA_auto,19.574,19.018,19.228,19.364,19.65,234.426.002,31.073.009
DA_auto,19.725,20.071,20.525,21.027,21.306,234.426.207,43.788.816
DA_auto,19.846,19.406,19.388,19.482,19.449,234.472.119,57.141.089
DA_auto,20.067,19.875,20.218,20.453,20.568,234.481.917,30.781.277
DA_auto,17.978,18.032,18.424,18.71,18.987,234.607.789,31.599.301
DAH,19.532,19.282,19.483,19.654,20.04,23.462.209,53.101.297
DA_auto,19.514,18.98,18.798,18.806,18.877,234.631.824,48.408.027
DA_auto,19.848,19.517,19.712,19.961,20.097,234.662.351,31.055.912
DA_auto,20.332,19.945,20.121,20.35,20.641,234.692.317,-159.403
DA+M,19.241,18.864,18.964,18.693,18.123,234.715.927,38.128.228
DBA,19.307,19.483,19.791,20.04,20.387,234.718.125,-1.359.367
DA_auto,20.304,19.944,20.171,20.484,20.544,234.721.192,57.591.691
DA_auto,17.988,17.556,17.596,17.687,17.872,234.753.906,52.668.097
DA_auto,18.417,17.879,17.679,17.608,17.681,234.767.506,58.187.778
DA_auto,20.086,19.595,19.842,19.97,20.08,23.478.304,4.989.615
DA_auto,18.732,18.423,18.604,18.766,19.013,234.803.468,30.096.067
DB:,20.199,20.238,20.457,20.693,20.372,234.857.254,57.444.575
DA,17.822,17.876,18.23,18.498,18.871,234.881.389,21.792
DA,20.754,20.349,20.632,20.907,20.817,234.937.998,45.182.189
DA_auto,20.31,19.958,19.96,20.046,20.167,234.963.293,3.591.131
DA_auto,19.363,18.913,19.152,19.291,19.47,234.996.185,50.692.779
DA_auto,19.745,19.275,19.108,19.103,19.151,235.081.558,54.516.469
DA_auto,19.745,19.275,19.108,19.103,19.151,235.081.558,54.516.469
DZ,20.048,19.892,19.882,19.962,19.987,235.104.909,51.822.661
DA,17.537,17.925,18.477,18.804,19.191,23.512.007,38.902.131
DA_auto,20.239,19.885,20.109,20.345,20.585,235.133.869,31.061.501
DA+M,19.116,18.555,18.582,18.669,18.804,235.144.285,-760.953
DA_auto,19.077,18.692,18.636,18.7,18.944,235.161.139,45.119.463
DA,20.208,19.674,19.864,19.968,20.203,235.188.408,2.669.517
DA,20.208,19.674,19.864,19.968,20.203,235.188.408,2.669.517
DZ:,20.671,20.289,20.32,20.579,20.307,23.518.868,37.629.969
DA_auto,18.115,17.669,17.699,17.776,17.956,235.191.536,30.570.378
DA_auto,19.769,19.316,19.508,19.724,19.966,235.195.758,36.958.759
DB:,20.138,20.136,20.382,20.569,20.705,235.205.005,45.556.269
DA_auto,20.603,20.222,20.289,20.436,20.275,235.226.227,42.314.269
DB_A:,18.682,18.72,19.058,19.296,19.535,235.253.274,43.186.741
DA_auto,19.011,18.545,18.746,18.907,19.182,235.254.686,45.493.124
DA_auto,19.284,19.182,19.46,19.677,19.933,23.525.559,48.531.469
DA_auto,20.224,19.93,20.167,20.449,20.68,235.264.624,3.399.095
DA_auto,19.969,19.902,20.209,20.497,20.549,235.306.353,50.511.773
DA_auto,18.662,18.527,18.75,18.99,19.193,2.353.143,-1.868.695
DA,19.887,19.445,19.631,19.831,20.148,235.319.837,336.508
DA,19.887,19.445,19.631,19.831,20.148,235.319.837,336.508
DA,20.433,19.948,20.047,20.248,20.468,235.322.069,3.207.428
DA,20.433,19.948,20.047,20.248,20.468,235.322.069,3.207.428
DA,20.291,20.052,20.327,20.536,20.904,235.333.907,2.4657
DA,20.291,20.052,20.327,20.536,20.904,235.333.907,2.4657
DA,20.744,20.184,20.191,20.261,20.345,235.339.744,3.798.668
DA,20.744,20.184,20.191,20.261,20.345,235.339.744,3.798.668
DA_auto,17.97,18.328,18.83,19.159,19.458,235.360.118,37.279.894
DA,17.023,16.695,16.98,17.167,17.454,235.378.169,3.386.943
DA,17.023,16.695,16.98,17.167,17.454,235.378.169,3.386.943
DA_auto,17.824,17.903,18.304,18.608,18.895,235.453.997,46.366.464
DA_auto,17.745,17.776,18.097,18.344,18.558,235.465.466,-1.133.518
DA,20.387,20.075,20.347,20.613,20.885,235.477.608,3.276.185
DA,20.387,20.075,20.347,20.613,20.885,235.477.608,3.276.185
DB,16.498,16.777,17.137,17.502,17.806,235.506.191,50.425.559
DA,20.266,20.165,20.437,20.711,20.971,235.525.318,50.315
DA_auto,20.734,20.281,20.449,20.703,20.711,235.533.665,40.374.108
DAH,19.591,19.117,19.113,19.224,19.443,235.556.141,3.800.117
DA+M,19.74,19.466,19.12,18.155,17.541,235.581.028,3.386.388
DA+M,19.74,19.466,19.12,18.155,17.541,235.581.028,3.386.388
DA+M,18.568,18.928,19.275,19.141,18.861,235.591.075,55.665.884
DA_auto,19.222,18.956,19.244,19.513,19.799,235.600.929,49.697.558
DA_auto,19.086,18.693,18.853,19.014,19.782,235.627.828,29.601.771
DA:,18.98,18.394,18.209,18.189,18.209,235.664.367,46.243.872
DA_auto,18.918,18.931,19.232,19.483,19.747,235.664.657,-93.385
DA,18.058,17.948,18.26,18.519,18.815,235.683.617,-82.966
DC,19.644,19.475,19.611,19.759,19.859,235.708.697,2.586.482
DA_auto,17.223,17.28,17.645,17.964,18.27,235.725.891,6.207.942
DA_auto,19.071,18.555,18.385,18.354,18.35,235.744.712,35.641.306
DA,18.098,18.334,18.766,19.106,19.439,235.773.643,3.453.991
DA_auto,18.536,18.048,18.039,18.14,18.298,235.783.734,37.105.541
DB,18.999,19.072,19.312,19.501,19.623,235.806.392,499.333
DA_auto,16.846,17.15,17.657,17.989,18.34,235.826.202,49.377.936
DB,19.112,19.105,19.399,19.651,19.824,235.877.522,29.075.271
DA_auto,19.447,19.551,19.979,20.343,20.783,235.886.665,34.238.928
DA_auto,19.921,20.105,20.406,20.743,21.126,23.591.059,-1.858.866
DA+M,20.019,19.464,19.373,18.881,18.163,235.933.584,6.026.424
DA,18.101,17.912,18.17,18.374,18.645,235.935.411,29.571.241
DC:,20.755,20.491,20.478,20.512,20.49,235.971.978,-1.083.974
DA_auto,19.275,18.771,18.952,19.09,19.296,235.986.981,-1.995.192
DA_auto,19.736,19.213,19.035,18.994,19.02,236.004.173,37.550.545
DA_auto,19.737,19.509,19.726,19.866,20.082,236.011.062,-2.257.787
DA_auto,18.5,18.051,18.231,18.473,18.79,236.039.541,393.339
DA_auto,20.344,20.256,20.601,20.808,21.158,236.075.163,50.624.543
DA_auto,19.343,18.878,19.091,19.321,19.604,236.100.277,36.780.488
DA_auto,20.024,19.562,19.755,19.953,20.231,236.109.408,34.880.343
DA_auto,19.162,18.649,18.506,18.499,18.526,236.131.128,6.017.879
DA_auto,19.409,18.995,18.967,19.007,19.104,236.153.139,5.805.738
DA_auto,20.499,20.037,20.001,19.967,19.928,23.615.627,51.021.269
DA,19.151,19.142,19.418,19.646,19.757,236.181.478,6.383
DA_auto,20.339,20.001,20.262,20.52,20.527,236.189.494,41.084.351
DA_auto,16.806,17.216,17.673,18.052,18.411,236.201.073,45.844.187
DA_auto,17.963,18.092,18.457,18.757,19.073,236.236.678,42.439.093
DA,15.427,15.905,16.451,16.817,17.159,236.236.679,452.561
DA_auto,20.513,20.288,20.25,20.375,20.334,236.243.068,42.276.671
DA_auto,17.937,18.219,18.734,19.095,19.266,236.246.256,37.124.893
DA,18.133,17.706,17.727,17.81,17.999,236.299.331,5.627.677
DA_auto,20.64,20.142,20.306,20.613,20.402,236.310.993,49.840.267
DA,19.68,19.26,19.486,19.673,20.06,2.363.176,3.054.835
DQ,19.838,19.436,19.316,19.371,19.409,236.326.844,28.903.608
DA_auto,19.898,19.504,19.576,19.778,19.859,236.334.835,30.836.189
DA,20.482,19.934,20.031,20.179,20.304,236.336.756,3.511.388
DA,20.482,19.934,20.031,20.179,20.304,236.336.756,3.511.388
DA_auto,20.099,19.657,19.872,20.126,20.224,236.369.807,51.043.078
DZ,20.414,20.194,20.296,20.37,21.043,236.417.561,49.362.552
DA,18.842,18.326,18.425,18.559,18.701,236.429.228,57.016.983
DA,19.082,18.753,18.995,19.255,19.423,236.438.942,3.363.902
DA,19.082,18.753,18.995,19.255,19.423,236.438.942,3.363.902
DA_auto,18.225,17.83,17.904,18.046,18.243,236.515.901,49.625.444
DA,19.419,19.051,19.242,19.499,19.478,236.585.441,1.146.834
DA,20.58,20.17,20.385,20.521,20.763,236.646.102,-886.642
DA,20.58,20.17,20.385,20.521,20.763,236.646.102,-886.642
DA_auto,19.264,19.021,19.32,19.569,19.658,236.653.143,3.949.607
DA,19.132,18.739,18.988,19.152,19.312,236.665.967,987.985
DA_auto,19.743,19.943,20.384,20.677,20.79,23.667.112,40.321.346
DA_auto,18.682,18.971,19.386,19.78,20.237,236.685.189,50.483.869
DA,18.184,18.078,18.35,18.571,18.838,236.697.044,-834.334
DA,18.184,18.078,18.35,18.571,18.838,236.697.044,-834.334
DA_auto,19.091,19.222,19.53,19.81,19.988,236.715.463,-2.072.933
DA_auto,18.456,18.357,18.699,18.947,19.171,236.716.057,29.097.517
DA+M,19.464,19.282,19.289,18.713,18.151,236.717.289,49.371.099
DA+M,19.464,19.282,19.289,18.713,18.151,236.717.289,49.371.099
DA,20.187,19.903,20.156,20.398,20.36,236.764.629,472.034
DA+M,18.952,18.909,18.997,18.665,18.351,236.777.994,30.216.996
DA_auto,18.44,18.002,18.088,18.193,18.394,236.795.143,44.480.045
DA_auto,19.455,19.585,19.983,20.265,20.553,236.808.338,29.419.111
DA_auto,20.379,20.03,20.308,20.528,21.007,23.682.807,28.788.598
DA_auto,18.642,18.948,19.364,19.701,19.963,236.870.105,29.035.234
DA_auto,19.5,19.151,19.35,19.627,19.886,236.883.078,3.870.879
DB,20.014,20.146,20.494,20.88,21.215,236.894.136,41.925.162
DA_auto,19.473,19.048,19.013,19.066,19.196,23.695.602,48.459.916
DO,17.022,17.564,18.064,18.501,18.75,236.968.049,42.536.357
DA:,20.684,20.445,20.461,20.431,20.934,23.696.864,3.489.516
DA:,20.684,20.445,20.461,20.431,20.934,23.696.864,3.489.516
DA_auto,19.565,19.623,19.984,20.29,20.802,236.983.766,35.904.612
DA:,18.703,19.114,19.624,19.994,20.144,236.994.354,41.603.855
DA_auto,19.275,18.764,18.634,18.63,18.724,237.003.883,36.131.876
DA,18.571,18.029,18.078,18.208,18.363,237.004.108,57.260.363
DA_auto,19.64,19.485,19.838,20.069,20.482,237.008.124,35.457.163
DA_auto,19.447,19.152,19.392,19.638,19.945,237.033.706,39.624.059
DQ,19.317,19.034,19.02,19.089,19.265,237.044.389,56.446.589
DA+M,20.582,20.29,20.066,19.14,18.394,237.048.546,31.477.827
DA_auto,18.343,17.972,18.168,18.348,18.625,237.055.114,50.792.683
DA_auto,18.812,19.111,19.568,19.889,20.213,237.058.602,42.751.331
DA_auto,18.268,17.996,18.247,18.452,18.721,237.119.622,36.241.809
DA,18.587,18.189,18.211,18.308,18.406,23.713.649,-288.332
DA_auto,19.27,18.927,18.867,18.914,18.951,237.138.745,35.625.849
DA+M,19.014,18.569,18.445,17.945,17.254,237.182.499,37.463.828
DB,19.092,19.206,19.45,19.743,20.013,237.185.128,41.088.852
DA_auto,19.862,19.409,19.705,19.948,20.069,237.185.271,30.778.077
DA+M,18.769,18.32,18.408,18.173,17.682,237.191.685,40.958.018
DC,19.31,19.062,19.07,19.165,19.234,237.211.526,314.559
DA_auto,19.154,19.261,19.764,20.035,20.528,237.260.173,50.150.999
DA_auto,19.088,19.573,20.053,20.456,20.604,237.272.361,50.498.316
DA_auto,19.613,19.93,20.437,20.727,20.73,237.279.616,41.439.251
DA_auto,17.331,17.541,17.987,18.316,18.704,237.309.168,44.363.639
DA+M,19.867,18.812,17.848,16.928,16.388,237.368.998,38.905.385
DA,19.867,19.568,19.799,19.996,20.256,237.384.799,379.227
DA_auto,20.009,20.051,20.524,20.782,20.792,237.415.555,41.941.775
DA,20.265,19.845,19.895,20.047,20.108,237.458.048,1.146.526
DA_auto,20.738,20.416,20.681,20.857,21.194,237.462.747,8.398.883
DZ,20.706,20.337,20.309,20.407,20.764,237.471.911,2.658.235
DA+M,19.875,19.395,18.765,18.148,17.748,237.498.094,53.819.872
DA_auto,20.405,19.866,20.092,20.287,20.686,237.559.659,9.252.412
DA_auto,20.128,19.754,20.012,20.249,20.723,237.573.625,39.287.379
DA_auto,20.259,20.342,20.67,20.987,21.235,237.617.334,31.108.106
DA_auto,18.348,17.878,17.966,18.107,18.292,237.631.995,35.640.141
DA_auto,15.151,15.552,16.067,16.465,16.802,237.646.693,40.432.943
DA_auto,20.657,20.345,20.382,20.442,20.211,237.659.304,41.649.601
DA_auto,18.645,18.374,18.679,18.907,19.156,237.671.899,32.040.151
DA,19.411,19.363,19.62,19.85,19.863,237.680.188,-1.110.111
DA_auto,18.276,18.392,18.801,19.094,19.32,237.718.356,49.872.076
DA_auto,18.276,18.392,18.801,19.094,19.32,237.718.356,49.872.076
DA_auto,20.42,19.924,19.837,19.804,19.916,237.728.295,31.256.907
DA:,19.697,20.089,20.527,20.799,20.677,237.743.653,1.119.506
DC:,20.026,19.822,19.894,20.11,20.283,237.780.857,40.760.862
DA_auto,18.02,17.532,17.487,17.516,17.614,237.811.787,32.368.582
DA_auto,19.701,19.203,19.119,19.141,19.214,237.812.864,35.257.464
DB,17.774,17.911,18.177,18.433,18.728,237.813.865,36.628.338
DA_auto,20.396,19.964,20.217,20.483,20.591,237.837.566,36.872.949
DA,18.326,18.565,18.897,19.146,19.534,237.852.346,3.198.133
DA,18.326,18.565,18.897,19.146,19.534,237.852.346,3.198.133
DA,19.809,19.285,19.16,19.104,19.226,237.864.899,52.689.922
DA_auto,20.348,19.931,20.091,20.405,20.406,237.886.677,33.121.625
DA_auto,18.982,18.85,19.144,19.41,19.712,237.897.706,9.867.251
DA_auto,19.217,18.848,19.029,19.26,19.521,237.899.062,45.182.818
DA_auto,20.165,20.421,20.829,21.496,22.27,237.908.832,413.914
DA_auto,18.808,18.636,18.881,19.137,19.535,237.911.806,44.720.621
DA_auto,20.898,20.441,20.691,21.03,21.539,237.969.263,42.275.632
DA_auto,19.396,19.226,19.579,19.854,19.812,237.982.714,36.021.469
DA+M,18.631,18.86,18.991,18.587,18.243,238.023.323,43.640.524
DA_auto,20.203,20.206,20.479,20.815,20.931,238.025.492,39.304.789
DA,18.109,18.234,18.607,18.923,19.154,238.093.937,623.472
DA_auto,19.379,18.945,19.017,19.162,19.368,238.109.941,49.353.091
DA_auto,20.058,19.656,19.761,19.978,20.211,238.141.043,37.376.921
DA,18.53,18.439,18.627,18.849,19.113,238.159.209,652.885
DA,18.834,18.782,19.049,19.266,19.423,238.179.385,-90.172
DA_auto,18.661,18.231,18.268,18.365,18.555,238.188.027,41.618.742
DA_auto,20.399,20.022,20.313,20.578,20.896,238.210.718,32.276.262
DA_auto,19.67,19.507,19.829,20.073,20.213,238.261.734,4.981.042
DA_auto,19.85,19.423,19.407,19.502,19.818,238.276.605,8.728.865
DA,20.001,19.745,19.951,20.158,20.405,238.317.588,531.484
DA_auto,18.34,18.3,18.609,18.921,19.159,238.338.499,39.320.186
DA+M,19.932,19.226,18.743,17.771,17.155,238.386.942,4.959.777
DB,19.254,19.24,19.471,19.631,19.91,238.390.044,2.749.984
DA_auto,19.864,19.622,19.918,20.203,20.314,238.415.521,38.736.195
DA_auto,18.678,18.53,18.874,19.138,19.384,238.426.219,41.993.328
DA_auto,17.997,18.245,18.7,19.032,19.383,238.439.965,34.483.086
DA,20.067,19.931,20.202,20.49,20.87,238.470.728,45.701.327
DA_auto,20.087,19.653,19.844,20.103,20.295,238.483.196,8.869.851
DO,17.916,18.371,18.86,19.279,19.778,238.486.724,48.541.285
DA_auto,16.982,16.753,17.016,17.266,17.55,238.499.472,8.358.716
DA,19.753,19.324,19.337,19.486,19.724,23.852.743,581.483
DA,18.801,18.535,18.793,18.986,19.256,238.553.533,1.188.845
DQ,19.38,18.871,18.658,18.625,18.692,238.556.366,3.609.599
DC,19.859,19.281,19.106,19.058,19.171,238.574.385,46.187.891
DA_auto,20.53,20.117,20.262,20.575,20.691,238.591.518,44.364.823
DA_auto,18.896,18.462,18.719,18.931,19.081,238.611.699,3.564.096
DA,20.116,20.125,20.429,20.666,21.044,238.651.055,41.665.724
DA_auto,19.094,19.253,19.652,20.04,20.28,238.663.903,48.789.412
DA_auto,19.622,19.464,19.761,20.075,20.265,238.694.508,3.573.597
DA,19.688,19.437,19.653,19.921,20.354,238.706.012,197.586
DBApec:,16.471,16.387,16.521,16.679,16.892,238.709.522,3.290.369
DC,19.423,19.171,19.117,19.225,19.369,238.760.586,55.063.609
DA_auto,17.426,17.828,18.329,18.688,19.064,238.786.669,31.818.133
DA,18.359,18.099,18.35,18.607,18.796,238.826.989,2.655.311
DA+M,18.036,18.246,18.526,18.242,17.812,23.883.809,41.280.601
DA,19.168,18.66,18.672,18.771,18.896,238.859.586,2.618.334
DA_auto,19.347,19.433,19.811,20.119,20.397,23.891.146,35.246.046
DQ:,20.034,19.976,20.017,20.119,20.404,238.914.643,3.232.059
DA_auto,17.097,16.944,17.221,17.471,17.723,238.938.645,34.634.422
DA_auto,18.818,18.631,18.915,19.168,19.497,238.953.801,6.086.272
DA_auto,19.472,19.37,19.691,19.964,20.157,23.897.258,28.852.443
DA+M,18.791,18.858,18.835,18.303,17.902,238.976.063,54.904.866
DA_auto,19.752,19.469,19.739,19.99,19.993,238.985.251,42.717.465
DA,19.71,19.374,19.617,19.878,20.294,238.992.001,2.579.155
DA,19.522,19.441,19.728,19.906,20.135,239.010.919,-122.741
DA_auto,15.539,15.819,16.274,16.603,16.933,239.021.931,32.085.268
